id,htid,description,title_x,imprint,rights_date_used,pub_place,bib_fmt,content_provider_code,digitization_agent_code,author_x,pubDate,title_y,publication,physicalDescription,author_y,extraAuthor,editionStatement,bibliographyEtcNote,authorCorporate,locSubject
uc1.31175035206047,100115384,,"The telegraph; a consolatory epistle, from Thomas Muir, esq. of Botany Bay, to the Hon. Henry Erskine, late dean of faculty.",1796?].,1796,stk,BK,universityofcalifornia,google,"Muir, Thomas, 1765-1798",1796,"The telegraph;a consolatory epistle,from Thomas Muir, esq. of Botany Bay, to the Hon. Henry Erskine, late dean of faculty","[Edinburgh?,1796?]",11 p.25 cm,"Muir, Thomas,1765-1798",,,,,"Erskine, Henry,---1746-1817"
mdp.35112203350378,010489760,,"The young lawyer's vade mecum, and every man's friend, or, Littleton in verse.","Printed by J.W. Myers and sold by Allen and West, Paternoster-row, Flexney, Warwick Court, Holborn, and by the booksellers and newsmen in town and country, 1796.",1796,enk,BK,umich,google,,1796,"The young lawyer's vade mecum, and every man's friend, or, Littleton in verse","London :Printed by J.W. Myers and sold by Allen and West, Paternoster-row, Flexney, Warwick Court, Holborn, and by the booksellers and newsmen in town and country,1796","xiii, [14]-31 p. ;21 cm",,"Butler, Charles,1750-1832",,,,"Littleton, Thomas,---Sir,----1481.---Tenures._Coke, Edward,---Sir,---1552-1634.---First part of the institutes of the laws of England._Real property---England---Humor._Land tenure---Law and legislation---England---Humor"
nyp.33433082482328,008643832,v. 1,"Travels of Anacharsis the Younger in Greece, during the middle of the fourth century before the Christian Ã¦ra. By the AbbeÌ Barthelemi ... Translated from the French. In four volumes, and a fifth, containing maps, plans, views, and coins, illustrative of the geography and antiquities of ancient Greece.","G. G. and J. Robinson, 1796.",1796,enk,BK,nypl,google,"BartheÌlemy, J.-J. 1716-1795",1796,"Travels of Anacharsis the Younger in Greece,during the middle of the fourth century before the Christian Ã¦ra.By the AbbeÌ Barthelemi ... Translated from the French. In four volumes, and a fifth, containing maps, plans, views, and coins, illustrative of the geography and antiquities of ancient Greece","London,G. G. and J. Robinson,1796",5 v.22 cm,"BartheÌlemy, J.-J.(Jean-Jacques),1716-1795","BarbieÌ du Bocage, Jean Denis,1760-1825._Beaumont, William.trl",,,,Greece---Maps._Greece---Civilization._Greece---Social life and customs._Greece---Antiquities
nyp.33433006512184,008600283,,"A general view of the agriculture of the county of Kent; : with observations on the means of its improvement. Drawn up for the consideration of the Board of Agriculture and Internal Improvement, from the original report transmitted to the Board; with additional remarks of several respectable country gentlemen and farmers. / By John Boys, of Betshanger, farmer ...","Printed for G. Nicol ... and sold by Messrs. Robinson ... J. Sewell ... Cadell and Davies ... William Creech, 1796..",1796,enk,BK,nypl,google,"Boys, John, 1749-1824",1796,"A general view of the agriculture of the county of Kent; :with observations on the means of its improvement.Drawn up for the consideration of the Board of Agriculture and Internal Improvement, from the original report transmitted to the Board; with additional remarks of several respectable country gentlemen and farmers. / By John Boys, of Betshanger, farmer ","London: :Printed for G. Nicol ... and sold by Messrs. Robinson ... J. Sewell ... Cadell and Davies ... William Creech,Edinburgh; and John Archer,Dublin.,1796","xiv, [2], 206, [2]p., [4] leaves of plates (2 folded) :ill., col. map ;21cm","Boys, John,1749-1824","Cary, John,ca. 1754-1835.egr",,,Board of Agriculture (Great Britain),Kent (England)---Economic conditions---18th century._Agriculture---England---Kent
ien.35556000132407,011246018,,"Histoire de l'administration des finances de la reÌpublique francÌ§aise, pendant l'anneÌe 1796.","Spilsbury, 1796.",1796,enk,BK,northwestern,google,"Ivernois, Francis d', 1757-1842",1796,"Histoire de l'administration des finances de la reÌpublique francÌ§aise, pendant l'anneÌe 1796","Londres,Spilsbury,1796",240 p.21 cm,"Ivernois, Francis d',1757-1842",,,,,"France---History---Revolution, 1789-1799---Finance._Finance---France---History"
hvd.hn2wp1,000291479,,"Analysis of researches into the origin and progress of historical time, from the creation to the accession of C. Caligula : an attempt to ascretain the dates of the more notable events in ancient universal history by astronomical calculation; the mean quantity of generations, proportionate to the standard of natural life, in the several ages of the world, magistracies, national epochs, &c; and to connect, by an accurate chronology, the times of the Hebrews with those of the co-existent pagan empires, interspersed with remarks on Archbishop Usher's Annals of the Old and New Testament. Subjoined is an appendix, containing strictures on Sir Isaac Newton's Chronology of ancient kingdoms, and on Mr. Falconer's Chronological tables, from Solomon to the death of Alexander the Great. / By the Rev. Robert Walker.","Printed for T. Cadell, jun. and W.Davies, 1796.",1796,enk,BK,harvard,google,"Walker,Robert, fl. 1796",1796,"Analysis of researches into the origin and progress of historical time, from the creation to the accession of C. Caligula :an attempt to ascretain the dates of the more notable events in ancient universal history by astronomical calculation; the mean quantity of generations, proportionate to the standard of natural life, in the several ages of the world, magistracies, national epochs, &c; and to connect, by an accurate chronology, the times of the Hebrews with those of the co-existent pagan empires, interspersed with remarks on Archbishop Usher's Annals of the Old and New Testament. Subjoined is an appendix, containing strictures on Sir Isaac Newton's Chronology of ancient kingdoms, and on Mr. Falconer's Chronological tables, from Solomon to the death of Alexander the Great. /By the Rev. Robert Walker","London, :Printed for T. Cadell, jun. and W.Davies,1796","xxviii, 1 L., 432 p., 14 p. ;22 cm","Walker,Robert,fl. 1796",,,,,"Bible---Chronology._Falconer, Thomas,---1738-1792.---Chronological tables._Newton, Isaac,---1642-1727.---Chronology of ancient kindgoms amended._Genealogy._Chronology, Historical"
mdp.39015033579643,000604865,v.2,The life of General Dumouriez ...,"J. Johnson, 1796.",1796,enk,BK,umich,google,"Dumouriez, Charles FrancÌ§ois Du PeÌrier, 1739-1823",1796,The life of General Dumouriez ,"London,J. Johnson,1796",3 v.23 cm,"Dumouriez, Charles FrancÌ§ois Du PeÌrier,1739-1823",,,,,France---History---Revolution
nnc1.0031299822,008395090,,History of the conspiracy of Maximilian Robespierre / translated from the French of Monsr. Montjoye.,"T. Egerton, 1796.",1796,enk,BK,columbia,google,"Galart de Montjoie, 1746-1816",1796,History of the conspiracy of Maximilian Robespierre /translated from the French of Monsr. Montjoye,"London :T. Egerton,1796",234 p. ;21 cm,"Galart de Montjoie,1746-1816",,,,,"France---History---Reign of Terror, 1793-1794._Robespierre, Maximilien,---1758-1794"
hvd.hn64ke,007687955,,"Historical epochs of the French Revolution, / translated from the French of H. Goudemetz ... ; to which is subjoined, with considerable additions, the third edition of the Judgment and execution of Louis XVI. King of France ...","Printed by R. Cruttwell, for the author; : and sold by C. Dilly, Poultry, London; the booksellers of Bath, &c., 1796.",1796,enk,BK,harvard,google,"Goudemetz, Henry, 1749-1826?",1796,"Historical epochs of the French Revolution, /translated from the French of H. Goudemetz ... ; to which is subjoined, with considerable additions, the third edition of the Judgment and execution of Louis XVI. King of France ","Bath, :Printed by R. Cruttwell, for the author; :and sold by C. Dilly, Poultry, London; the booksellers of Bath, &c.,1796","[2], [v]-xi, [1], 263, [1] p. ;21 cm. (8vo)","Goudemetz, Henry,1749-1826?","Goudemetz, Henry,1749-1826?Judgment and execution of Louis XVI. King of France",,,,"France---History---1789-1793._Louis---XVI,---King of France,---1754-1793"
nyp.33433089909315,012308493,,"An inquiry into the authenticity of certain miscellaneous papers and legal instruments : published Dec. 24, MDCCXCV, and attributed to Shakspeare, Queen Elizabeth, and Henry, Earl of Southampton : illustrated by fac-similes of the genuine hand-writing of that nobleman, and of Her Majesty; a new fac-simile of the hand-writing of Shakspeare, never before exhibited; and other authentick documents : in a letter addressed to the Right Hon. James, Earl of Charlemont / by Edmond Malone, Esq.","Printed by H. Baldwin, for T. Cadell, Jun. and W. Davies ..., 1796.",1796,enk,BK,nypl,google,"Malone, Edmond, 1741-1812",1796,"An inquiry into the authenticity of certain miscellaneous papers and legal instruments :published Dec. 24, MDCCXCV, and attributed to Shakspeare, Queen Elizabeth, and Henry, Earl of Southampton : illustrated by fac-similes of the genuine hand-writing of that nobleman, and of Her Majesty; a new fac-simile of the hand-writing of Shakspeare, never before exhibited; and other authentick documents : in a letter addressed to the Right Hon. James, Earl of Charlemont /by Edmond Malone, Esq","London :Printed by H. Baldwin, for T. Cadell, Jun. and W. Davies ...,1796","vii, [1], 424, [4] p., 3 leaves of plates :(fold. facsims.) ;24 cm. (8vo in 4s)","Malone, Edmond,1741-1812","Baldwin, Henry,1734-1813.prt",,,Cadell & Davies.pbl,"Ireland, W. H.---(William Henry),---1777-1835._Charlemont, James Caulfeild,---Lord,---1728-1799._Southampton, Henry Wriothesley,---Earl of,---1545-1581._Elizabeth---I,---Queen of England,---1533-1603._Shakespeare, William,---1564-1616---Forgeries"
njp.32101074629773,009023053,,"The art of preserving health. By John Armstrong, M.D. To which is prefixed a critical essay on the poem, by J. Aikin, M.D.","T. Cadell and W. Davies, 1796.",1796,enk,BK,princeton,google,"Armstrong, John, 1709-1779",1796,"The art of preserving health.By John Armstrong, M.D. To which is prefixed a critical essay on the poem, by J. Aikin, M.D","London,T. Cadell and W. Davies,1796","1 p. â„“., 152 p.4 pl.17 cm","Armstrong, John,1709-1779",,,,,Hygiene---Poetry
mdp.39015031045399,000155401,v.1,The history and antiquities of the city and suburbs of Worcester ... By Valentine Green.,"Printed for the author by W. Bulmer and co., 1796.",1796,enk,BK,umich,google,"Green, Valentine, 1739-1813",1796,The history and antiquities of the city and suburbs of Worcester ...By Valentine Green,"London,Printed for the author by W. Bulmer and co.,1796",2 v.front. (port.) 22 pl. (part fold.) 2 plans (1 fold.)30 cm,"Green, Valentine,1739-1813",,,,,Worcester (England)---History
inu.30000115371340,011815332,,"The poetical works of the Rev. Samuel Bishop, A.M. ... : to which are prefixed, Memoirs of the life of the author / by the Rev. Thomas Clare ...","Printed by A. Strahan and sold by Messrs. Cadell and Davies ... Mr. Robson ... Mr. Walter [and 9 others] ..., 1796.",1796,enk,BK,iu,google,"Bishop, Samuel, 1731-1795",1796,"The poetical works of the Rev. Samuel Bishop, A.M. ... :to which are prefixed, Memoirs of the life of the author /by the Rev. Thomas Clare ","London :Printed by A. Strahan and sold by Messrs. Cadell and Davies ... Mr. Robson ... Mr. Walter [and 9 others] ...,1796",2 v. :port. ;29 cm,"Bishop, Samuel,1731-1795","Clare, Thomas,fl. 1802",,,,"Bishop, Samuel,---1731-1795"
nyp.33433069257222,008675415,,"A grammar of the English tongue. To which are added exercises in bad English, to be corrected by the rules of syntax. By Thomas Coar.","J. Phillips, 1796.",1796,enk,BK,nypl,google,"Coar, Thomas",1796,"A grammar of the English tongue.To which are added exercises in bad English, to be corrected by the rules of syntax.By Thomas Coar","London,J. Phillips,1796","1 p.â„“., 2, 276 p.18 cm","Coar, Thomas",,,,,English language---Grammar
nyp.33433007450038,008592358,,Principles of legislation / by Charles Michell.,"Printed for T. Cadell Jun. and W. Davies (successors to Mr. Cadell), 1796.",1796,enk,BK,nypl,google,"Michell, Charles, 1756-1841",1796,Principles of legislation /by Charles Michell,"London :Printed for T. Cadell Jun. and W. Davies (successors to Mr. Cadell),1796","iv, 515, 16 p. ;21 cm","Michell, Charles,1756-1841",,,Includes bibliographical references,,Publishers' catalogs---England._Legislation
nyp.33433082384425,008640052,,The life of the Rev. William Romaine / by William Bromley Cadogan.,"Printed by T. Bensley, 1796.",1796,enk,BK,nypl,google,"Cadogan, William Bromley, 1751-1797",1796,The life of the Rev. William Romaine /by William Bromley Cadogan,"London :Printed by T. Bensley,1796","iv, 96, [4] p. ; 21 cm","Cadogan, William Bromley,1751-1797",,,"""A catalogue of the writings of the Rev. William Romaine, M.A.  published by him in his life-time"": p. [97]-[100]",,"Romaine, William,---1714-1795---Bibliography._Romaine, William,---1714-1795"
